,AIRPORT,CITY,STATE,CITY_MARKET_ID
1494,VBG,Lompoc,CA,33049
1495,PNC,Ponca City,OK,34180
1496,PLB,Plattsburgh,NY,34025
1497,KBE,Bell Island,AK,32622
1498,FVS,Rexburg,ID,31815
1499,A74,Nanwalek,AK,32649
1500,WDG,Enid,OK,31557
1501,MIO,Miami,OK,33314
1502,AR2,Conway,AR,30346
1503,GEY,Greybull,WY,31893
1504,DQF,Phoenix,AZ,30466
1505,WCL,Whalers Cove Lodge,AK,35730
1506,TX3,Port Isabel,TX,35395
1507,AXV,Wapakoneta,OH,30454
1508,WQJ,Peard Bay,AK,35822
1509,OQM,Meshik,AK,33911
1510,FAJ,Fajardo,PR,31631
1511,FQG,Snettisham,AK,31740
1512,C02,Bakersfield,CA,30561
1513,PKD,Park Rapids,MN,34133
1514,LPW,Little Port Walter,AK,33057
1515,UXT,Lorain/Elyria,OH,35534
1516,KY4,Henderson,KY,32862
1517,FVW,Golden Creek Mine,AK,31819
1518,THA,Tullahoma,TN,35195
1519,WV1,Charleston,WV,35873
1520,INW,Winslow,AZ,32351
1521,A56,Bear Lake,AK,30069
1522,K01,Russellville,KY,32605
1523,NCQ,Marietta,GA,33273
1524,SKY,Sandusky,OH,34865
1525,JRA,New York,NY,31703
1526,MIW,Marshalltown,IA,33322
1527,RVS,Tulsa,OK,34653
1528,VWC,Gallatin,TN,35648
1529,A62,Taylor Mountain Mine,AK,30075
1530,EKY,Bessemer,AL,31527
1531,VA2,Chesapeake,VA,35546
1532,XXR,Mariposa,CA,35975
1533,A01,Fairbanks/Ft. Wainwright,AK,31517
1534,OQV,Shirleyville,AK,33920
1535,BRY,Bardstown,KY,30756
1536,EPH,Ephrata/Moses Lake,WA,31567
1537,LJY,Lebanon,MO,33001
1538,JXN,Jackson,MI,32576
1539,WQS,Poplar,MT,35831
1540,A59,Ivatuk,AK,30072
1541,KLP,Kelp Bay,AK,32723
1542,OQY,Sivinuvik,AK,33923
1543,MOP,Mount Pleasant,MI,33429
1544,MPB,Miami,FL,32467
1545,PSX,Palacios,TX,34265
1546,EOK,Keokuk,IA,31566
1547,OH3,Chillicothe,OH,33835
1548,TDZ,Toledo,OH,35165
1549,MI1,Greenville,MI,33300
1550,HWI,Hawk Inlet,AK,32248
1551,RED,Reedsville,PA,34497
1552,ZXW,Paradise,CA,36355
1553,CUW,Cube Cove,AK,31188
1554,RRT,Warroad,MN,34623
1555,JSE,Juneau,AK,32523
1556,A51,Wien Lake,AK,30064
1557,KY5,Madisonville,KY,32863
1558,BAB,Marysville,CA,30474
1559,FPR,Fort Pierce,FL,31732
1560,II1,Rantoul,IL,32305
1561,RUI,Ruidoso,NM,34646
1562,DQI,Colusa,CA,31389
1563,XWL,Blackfoot,ID,35945
1564,SYI,Shelbyville/Tullahoma,TN,35093
1565,TDW,Amarillo,TX,30279
1566,BGS,Big Spring,TX,30582
1567,TX4,Ballinger,TX,35396
1568,UXP,Bay St. Louis,MS,35530
1569,VWX,Hondo,TX,35669
1570,KIB,Ivanof Bay,AK,32686
1571,GAD,Gadsden,AL,31840
1572,MRB,Martinsburg,WV,33463
1573,KCN,Chernofski,AK,32639
1574,SRC,Searcy,AR,34975
1575,FFM,Fergus Falls,MN,31667
1576,A14,Whitebear,AK,30027
1577,MRN,Morganton,NC,33470
1578,SNY,Sidney,NE,34927
1579,GBG,Galesburg,IL,31858
1580,DTL,Detroit Lakes,MN,31427
1581,ZXX,Kennewick,WA,36356
1582,POC,La Verne,CA,34198
1583,MDR,Medfra,AK,33228
1584,MYL,McCall,ID,33575
1585,XWC,Yantarni Bay,AK,35936
1586,WQW,David River,AK,35835
1587,A49,Mooseville Airstrip,AK,30062
1588,QQC,Nimiuk Point,AK,34413
1589,LSR,Lost River,AK,33083
1590,A54,Cannery Bay,AK,30067
1591,KUW,Kugururok River,AK,32837
1592,VZF,Afognak Straits,AK,35681
1593,BQV,Bartlett Cove,AK,30735
1594,A45,Lake Florence,AK,30058
1595,TAV,Tau,TT,35132
1596,A58,Cosna River,AK,30071
1597,A53,Blear Lake,AK,30066
1598,A61,Cape Sarichef,AK,30074
1599,POQ,Polk Inlet,AK,34208
1600,QQE,Sealing Point,AK,34415
1601,A73,McKinley Park,AK,30086
1602,A11,Bell Creek,AK,30024
1603,ZXK,Lancaster Cove,AK,36343
1604,OH5,Cincinnati,OH,33105
1605,KDK,Kodiak,AK,30070
1606,MT1,Colstrip,MT,33497
1607,A13,Mountaintop Mine,AK,30026
1608,KSR,Sandy River,AK,32812
1609,DQN,New Smyrna Beach,FL,31394
1610,CSU,Cape Sabine,AK,31158
1611,WLB,Labouchere Bay,AK,35781
1612,OQB,Bible Camp,AK,33902
1613,PMD,Palmdale,CA,34162
1614,VWR,Independence,CA,35663
1615,DQW,Peach Springs,AZ,30011
1616,NSF,Camp Springs,MD,30172
1617,JEF,Jefferson City,MO,32474
1618,NXX,Willow Grove,PA,33780
1619,INS,Indian Springs,NV,32347
1620,UCA,Utica/Rome,NY,35431
1621,ECG,Elizabeth City,NC,31479
1622,HUL,Houlton,ME,32232
1623,A39,Ptarmigan Lake,AK,30052
1624,A4K,Dune Lake,AK,36679
1625,T5X,Castroville ,TX,36689
1626,PBF,Pine Bluff,AR,34024
1627,EGP,Eagle Pass,TX,31506
1628,TN4,Pulaski,TN,35273
1629,TN6,Dyersburg,TN,35275
1630,VA7,Bridgewater,VA,36700
1631,A6K,Fairbanks1,AK,36699
1632,UCY,Union City,TN,35433
1633,A7K,Nakochna,AK,36702
1634,FET,Fremont,NE,31663
1635,SGH,Springfield,OH,34785
1636,O1H,Millersburg,OH,36701
1637,COF,Cocoa Beach,FL,31099
1638,GNT,Grants,NM,36722
1639,MFH,Mesquite,NV,33259
1640,OR4,Bend,OR,36546
1641,N2C,Monroe,NC,36698
1642,AAF,Apalachicola,FL,30122
1643,UT1,Heber,UT,35498
1644,NH2,Gorham,NH,36709
1645,IML,Imperial,NE,32332
1646,CT6,East Haddam,CT,36663
1647,TN8,Nashville,TN,30693
1648,LOU,Louisville,KY,33044
1649,AR3,Bentonville,AR,36717
1650,AL8,Scottsboro,AL,36716
1651,T1N,Selmer,TN,36719
1652,SSW,Stuart Island,WA,35003
1653,NY5,Millbrook,NY,36443
1654,DWH,Houston,TX,31453
1655,DLO,Dolomi,AK,31341
1656,CTH,Coatesville,PA,31165
1657,MD2,Indian Head,MD,36690
1658,KZH,Kizhuyak,AK,30006
1659,CUB,Columbia,SC,30868
1660,VSF,Springfield,VT,35634
1661,NCO,North Kingstown,RI,36353
1662,ME7,Stonington,ME,36715
1663,IN7,Indianapolis,IN,32337
1664,CRE,Myrtle Beach,SC,31135
1665,MDF,Medford,WI,33219
1666,O2H,Mount Vernon,OH,36708
1667,IKK,Kankakee,IL,32314
1668,QMN,Mansfield,MA,34400
1669,N3C,Franklin,NC,36707
1670,ZZV,Zanesville,OH,36361
1671,T6X,Houston,TX,31453
1672,N2Y,Seneca Falls,NY,36694
1673,GQQ,Galion,OH,31975
1674,N3Y,Ticonderoga,NY,36703
1675,N4C,Sanford,NC,36726
1676,FHB,Fernandina Beach,FL,36363
1677,HAO,Hamilton,OH,32068
1678,ATO,Athens,OH,30400
1679,O3H,Columbus,OH,31066
1680,SAA,Saratoga,WY,34670
1681,CJR,Culpeper,VA,34371
1682,CTX,Cortland,NY,31174
1683,NY3,Brockport,NY,36685
1684,LPO,La Porte,IN,33052
1685,NH1,Hampton,NH,36534
1686,MS4,Batesville,MS,36720
1687,IL2,Effingham,IL,36721
1688,DMN,Deming,NM,31348
1689,LEE,Leesburg,FL,32934
1690,FDK,Frederick,MD,31656
1691,RKR,Poteau,OK,34542
1692,NV5,Gerlach,NV,36704
1693,RND,San Antonio,TX,33214
1694,KKU,Ekuk,AK,32716
1695,WDB,Wide Bay,AK,30084
1696,FQD,Katmai National Park,AK,36441
1697,ZXJ,Happy Harbour,AK,36342
1698,ECA,East Tawas,MI,31478
1699,HCA,Big Spring,TX,30582
1700,OQN,Telaquana Lake,AK,33912
1701,OQR,Twin Lakes,AK,33916
1702,TKL,Taku Lodge,AK,35238
1703,FQN,Karta Lake,AK,31747
1704,PLK,Point Lookout,MO,34147
1705,SLB,Storm Lake,IA,34868
1706,BNF,Baranof,AK,30697
1707,OQL,Mels,AK,33910
1708,MDD,Midland/Odessa,TX,33158
1709,DQZ,Platinum,AK,31406
1710,PFD,Port Frederick,AK,34077
1711,DNC,Duncan Canal,AK,31353
1712,OQA,McDonald Lake,AK,33901
1713,OQO,Chelatna Lake Lodge,AK,33913
1714,BYI,Burley/Rupert,ID,30839
1715,OQX,Shisholik,AK,33922
1716,SER,Seymour,IN,34756
1717,XXX,Mena,AR,35981
1718,QQJ,Stevensville,MT,34420
1719,A05,Shell Lake,AK,30018
1720,AED,Aleneva,AK,30176
1721,NRR,Ceiba,PR,33743
1722,FVQ,Donlin Creek,AK,31813
1723,FCH,Fresno,CA,31638
1724,UXZ,Garrison,ND,35540
1725,XWO,Kimball,NE,35948
1726,UXU,Cheboygan,MI,35535
1727,MLK,Malta,MT,33368
1728,CLK,Clinton,OK,31048
1729,PHN,Port Huron,MI,34101
1730,FQK,Gull Cove,AK,31744
1731,OQF,Lemesurier Island,AK,33905
1732,ILL,Willmar,MN,32322
1733,VZO,Stepovak,AK,35690
1734,FQH,Fire Island,AK,31741
1735,OQQ,Port Alsworth,AK,34268
1736,ZXI,Coal Bay,AK,36341
1737,VCB,View Cove,AK,35565
1738,HMS,Homeshore,AK,32165
1739,OQZ,American Creek,AK,33924
1740,FRP,Fresh Water Bay,AK,31768
1741,RXB,Rodman Bay,AK,34658
1742,HAY,Haycock,AK,32074
1743,A24,Chilkat Lake,AK,30037
1744,VZQ,Puale Bay,AK,35692
1745,DNN,Dalton,GA,31359
1746,ESP,Stroudsburg,PA,31593
1747,PNF,Peterson's Point,AK,34183
1748,WOW,Willow,AK,35807
1749,A25,Nugget Creek,AK,30038
1750,RQK,China Lake,CA,34603
1751,BKF,Brooks Lake,AK,30642
1752,GRF,Tacoma,WA,31979
1753,TPH,Tonopah,NV,35308
1754,RID,Richmond,IN,34525
1755,TSM,Taos,NM,35342
1756,FQB,Ventura,CA,31735
1757,SRW,Salisbury,NC,34988
1758,GA2,Carrollton,GA,31837
1759,MOR,Morristown,TN,33431
1760,FVG,Wickenburg,AZ,31803
1761,A81,Aglaq,AK,30094
1762,A80,Cape Simpson,AK,30053
1763,A48,Port Hobron,AK,30061
1764,COT,Cotulla,TX,31110
1765,SUM,Sumter,SC,34993
1766,XMD,Madison,SD,35915
1767,NC2,Smithfield,NC,33620
1768,FL2,Valkaria,FL,31687
1769,MWO,Middletown,OH,33549
1770,IRS,Sturgis,MI,32378
1771,ARV,Minocqua/Woodruff,WI,30363
1772,TN2,Sparta,TN,35271
1773,WMH,Mountain Home,AR,35792
1774,LWV,Lawrenceville,IL,33129
1775,MI3,Howell,MI,33302
1776,TN5,Lexington,TN,35274
1777,OOB,Cobol,AK,33893
1778,DNE,Dallas/Fort Worth,TX,30194
1779,POY,Powell,WY,34215
1780,SNL,Shawnee,OK,34916
1781,OH2,Bellefontaine,OH,33834
1782,PHD,New Philadelphia,OH,34096
1783,A79,Cape Simpson,AK,30053
1784,VA3,Marion/Wytheville,VA,35547
1785,OH6,Ravenna,OH,33838
1786,CGE,Cambridge,MD,30964
1787,A69,Cold Bay,AK,30082
1788,BGQ,Big Lake,AK,30580
1789,A78,Cape Simpson,AK,30053
1790,A12,Cinnabar,AK,30025
1791,FL4,Bunnell,FL,31689
1792,A89,Montague Island,AK,30102
1793,PTL,Port Armstrong,AK,34276
1794,OTM,Ottumwa,IA,33965
1795,ISQ,Manistique,MI,32392
1796,WAR,Warsaw,IN,35714
1797,NY3,Oneonta,NY,33783
1798,LRF,Jacksonville,AR,33063
1799,NLC,Lemoore,CA,33702
1800,TX2,Denver City,TX,35394
1801,ERV,Kerrville,TX,31582
1802,DWA,Davis/Woodland/Winters,CA,31452
1803,AXX,Eagle Nest,NM,30455
1804,DBN,Dublin,GA,31272
1805,NV2,Jean,NV,36552
1806,PWR,Big Port Walter,AK,34322
1807,NFL,Fallon,NV,31706
1808,MSV,Monticello,NY,33493
1809,NC4,Currituck,NC,33622
1810,09A,Homer,AK,30009
1811,AZ5,Springerville,AZ,36547
1812,CXC,Chitina,AK,31213
1813,NJ4,Ocean City,NJ,36554
1814,VZC,Mush Bay,AK,35678
1815,DAG,Daggett,CA,31257
1816,IN4,Indianapolis,IN,32337
1817,OBE,Okeechobee,FL,36527
1818,PUO,Prudhoe Bay,AK,34296
1819,OH9,Medina,OH,36520
1820,MQB,Macomb,IL,33452
1821,YKN,Yankton,SD,36102
1822,TOI,Troy,AL,36523
1823,VZL,Los Alamitos,CA,35687
1824,JDA,John Day,OR,32462
1825,DNV,Danville,IL,31363
1826,MXE,Maxton,NC,33554
1827,MCL,McKinley Park,AK,30086
1828,ZXB,Albuquerque,NM,30140
1829,A98,Deadfall,AK,30111
1830,SNK,Snyder,TX,34915
1831,AL4,Andalusia/Opp,AL,36423
1832,MS2,Picayune,MS,36414
1833,AZ4,Salome,AZ,36449
1834,ECU,Rocksprings,TX,31483
1835,U36,Aberdeen,ID,36433
1836,OLU,Columbus,NE,33869
1837,PRZ,Prineville,OR,34249
1838,RSL,Russell,KS,34629
1839,SLJ,Chandler,AZ,30982
1840,LWF,Lawrenceburg,TN,33123
1841,HBV,Hebbronville,TX,32083
1842,UOS,Sewanee,TN,36419
1843,SPW,Spencer,IA,34962
1844,MI4,Frankfort,MI,36427
1845,CRG,Jacksonville,FL,31136
1846,TWH,Two Harbors,CA,30437
1847,UXO,Fitchburg,MA,35529
1848,GTU,Georgetown,TX,32008
1849,UDD,Bermuda Dunes,CA,34262
1850,FVO,Aurora,OR,31811
1851,FFT,Frankfort,KY,31669
1852,LRO,Lathrop,CA,33070
1853,SD2,Gregory,SD,36451
1854,IOW,Iowa City,IA,32358
1855,PGR,Paragould,AR,36448
1856,NY4,Potsdam,NY,36428
1857,DTH,Death Valley,CA,31425
1858,ID1,Driggs,ID,35956
1859,CKM,Clarksdale,MS,31031
1860,WMC,Winnemucca,NV,35791
1861,CGS,College Park,MD,30975
1862,VYS,Peru,IL,35675
1863,NHK,Patuxent River,MD,33671
1864,JZL,San Clemente Island,CA,32590
1865,DPG,Dugway,UT,31377
1866,RWL,Rawlins,WY,34657
1867,EWK,Newton,KS,31616
1868,RWB,Rowan Bay,AK,34655
1869,SQI,Sterling/Rockfalls,IL,34966
1870,A09,Johnstone Point,AK,30022
1871,EFB,Eight Fathom Bight,AK,31494
1872,FQE,Annex Creek,AK,31738
1873,FQF,Davidson Creek,AK,31739
1874,CFV,Coffeyville,KS,30960
1875,LHV,Lock Haven,PA,32974
1876,OGB,Orangeburg,SC,33828
1877,EKX,Elizabethtown,KY,31526
1878,HSI,Hastings,NE,32212
1879,EHR,Eagle Harbor,AK,31513
1880,WI1,Black River Falls,WI,35760
1881,DQG,Springfield,TN,31387
1882,IDI,Indiana,PA,32281
1883,CXL,Calexico,CA,31218
1884,A42,Teshepkuk Lake,AK,30055
1885,TN3,Lewisburg,TN,35272
1886,WQP,Oceano,CA,35828
1887,A46,Lake Hasselborg,AK,30059
1888,XWS,Oliktok,AK,35952
1889,OIC,Norwich,NY,33845
1890,BTY,Beatty,NV,30786
1891,FQJ,Greens Creek,AK,31743
1892,HBC,Hanus Bay,AK,32076
1893,AIZ,Lake of the Ozarks,MO,30228
1894,OQG,Tracy Arm,AK,33906
1895,A85,Big River,AK,30098
1896,KBK,Klag Bay,AK,32624
1897,A18,Kantishna,AK,30031
1898,A41,Kogru River,AK,30054
1899,TWE,Taylor,AK,35388
1900,TYZ,Taylor,AZ,35413
1901,ZXP,Salmon Bay Lake,AK,36348
1902,AQY,Girdwood,AK,30344
1903,CTB,Cut Bank,MT,31162
1904,CBM,Columbus,MS,30894
1905,END,Enid,OK,31557
1906,BXS,Borrego Springs,CA,30832
1907,XMR,Cape Canaveral,FL,31405
1908,MHL,Marshall,MO,33291
1909,GLD,Goodland,KS,31929
1910,MZZ,Marion,IN,33595
1911,RIE,Rice Lake,WI,34526
1912,GCY,Greeneville,TN,31870
1913,MNM,Marinette,MI,33409
1914,SLO,Salem,IL,34878
1915,PPD,Humacao,PR,32226
1916,QKV,Kona Village,HI,34395
1917,CA7,Tracy,CA,36582
1918,NV3,Searchlight,NV,36558
1919,LOT,Chicago/Romeoville,IL,30977
1920,NM1,Belen,NM,36619
1921,NC9,Rockingham,NC,36624
1922,AZ6,Gila Bend,AZ,36623
1923,FSK,Fort Scott,KS,31777
1924,AK9,Tolstoi Bay,AK,36614
1925,OZA,Ozona,TX,33995
1926,GUY,Guymon,OK,32024
1927,NJ5,Sussex,NJ,36570
1928,VT2,Warren,VT,36608
1929,DAN,Danville,VA,31261
1930,WI3,Ehpriam,WI,36612
1931,ME5,Bethel,ME,36611
1932,CT4,New Milford,CT,36628
1933,CKU,Cordova,AK,30913
1934,HZL,Hazleton,PA,32259
1935,AA2,Naknek-1,AK,36645
1936,LQK,Pickens,SC,33058
1937,MVC,Monroeville,AL,36517
1938,JZN,Quincy,WA,32592
1939,CSN,Carson City,NV,31153
1940,MPO,Mt. Pocono,PA,33446
1941,CBF,Council Bluffs,IA,30889
1942,AWM,West Memphis,AR,30440
1943,CT5,Danielson,CT,36640
1944,ZXO,El Capitan,AK,36347
1945,A67,Viekoda Bay,AK,30080
1946,IWS,Houston,TX,31453
1947,KIP,Wichita Falls,TX,34960
1948,CGZ,Casa Grande,AZ,30979
1949,MIT,Shafter,CA,33319
1950,WBR,Big Rapids,MI,35726
1951,SWW,Sweetwater,TX,35078
1952,N87,Robbinsville,NJ,33597
1953,TOR,Torrington,WY,35299
1954,OWA,Owatonna,MN,33982
1955,A97,Akulik,AK,30110
1956,MAE,Madera,CA,33157
1957,NE2,Blair,NE,33646
1958,FLD,Fond Du Lac,WI,31693
1959,MEJ,Meadville,PA,33242
1960,EFK,Newport,VT,31496
1961,VUJ,Albemarle,NC,35639
1962,ONA,Winona,MN,33881
1963,RKW,Rockwood,TN,34546
1964,HIE,Whitefield,NH,32130
1965,XWK,Port Orchard,WA,35944
1966,OH7,Kent,OH,33839
1967,BYG,Buffalo,WY,30837
1968,1N7,Blairstown,NJ,30012
1969,DHT,Dalhart,TX,31309
1970,N47,Pottstown,PA,33596
1971,BNO,Burns,OR,30703
1972,OUN,Norman,OK,33976
1973,USA,CONCORD,NC,32544
1974,VQQ,Jacksonville,FL,31136
1975,RNH,New Richmond,WI,36746
1976,MN7,Minneapolis,MN,31650
1977,P2A,Philadelphia,PA,34100
1978,WKV,Philadelphia,PA,34100
1979,ASL,Marshall,TX,30378
1980,NJ8,West Milford,NJ,36765
1981,WI5,Moroe,WI,36766
1982,BFP,Beaver Falls,PA,30565
1983,TCC,Tucumcari,NM,35148
1984,JDX,Houston,TX,31453
1985,AL9,Sylacauga,AL,36763
1986,TRL,Terrell,TX,36764
1987,VA8,Richmond,VA,34524
1988,ULS,Ulysses,KS,36424
1989,A93,Bradley Lake Project,AK,30106
1990,SUO,Sunriver,OR,35042
1991,A94,Barrow,AK,30107
1992,A22,Driftwood Bay,AK,30035
1993,A96,Barrow,AK,30107
1994,A95,Barrow,AK,30107
1995,A92,Omolik Lagoon,AK,30105
1996,EVM,Eveleth,MN,31609
1997,A82,Nikiski,AK,30095
1998,OQK,Akolik,AK,33909
1999,GGE,Georgetown,SC,31904
2000,WI2,Phillips,WI,35761
2001,FL3,Chipley,FL,31688
2002,FVA,Osprey Lodge,AK,31797
2003,QQG,Westminster,MD,34417
2004,HSP,Hot Springs,VA,32215
2005,IKB,Wilkesboro,NC,32312
2006,CHL,Challis,ID,30987
2007,BOW,Bartow,FL,30722
2008,TOA,Torrance,CA,35289
2009,MMN,Stow,MA,33394
2010,LLX,Lyndonville,VT,33014
2011,MEV,Minden,NV,33251
2012,TX5,Cleburne,TX,35397
2013,MN2,Moose Lake,MN,33402
2014,JCC,San Francisco,CA,32457
2015,NE1,Gothenburg,NE,33645
2016,BFR,Bedford,IN,30567
2017,DQV,Haines,AK,31402
2018,AA5,Selby Lake,AK,30117
2019,HEZ,Natchez,MS,32106
2020,RQE,Prosser,WA,34597
2021,RBL,Red Bluff,CA,34469
2022,SC4,Moncks Corner,SC,36563
2023,OCI,Oceanic,AK,33811
2024,GA5,Thomson,GA,36568
2025,IJX,Jacksonville,IL,32310
2026,MFI,Marshfield,WI,33260
2027,CT3,Willimantic,CT,36578
2028,SC5,Summerville,SC,36569
2029,IN2,Indianapolis,IN,32337
2030,XXE,Lakewood,NJ,35964
2031,ONN,Onion Bay,AK,33888
2032,T9X,Carrizo Springs,TX,36759
2033,LLY,Mount Holly,NJ,33015
2034,SEM,Selma,AL,34753
2035,TX8,Slaton,TX,36412
2036,MKO,Muskogee,OK,33350
2037,TX7,Post,TX,35399
2038,A99,Eagle Creek,AK,30112
2039,SPZ,Springdale,AR,34964
2040,MHE,Mitchell,SD,33287
2041,JZQ,Brooksville,FL,32595
2042,N5C,Whiteville,NC,36730
2043,BFG,Glen Canyon,UT,36735
2044,PPM,Pompano Beach,FL,34223
2045,RSP,Raspberry Strait,AK,34631
2046,A75,Malina Bay,AK,30088
2047,ULM,New Ulm,MN,35462
2048,O5H,Bowling Green,OH,36736
2049,VHN,Van Horn,TX,36762
2050,GA7,Greensboro,GA,36757
2051,T2N,Clevland,TN,36750
2052,A34,Laura Lake,AK,30047
2053,A30,Terror Lake,AK,30043
2054,COM,Coleman,TX,31105
2055,VWS,Wichita,KS,30928
2056,ECS,Newcastle,WY,31482
2057,TAD,Trinidad,CO,35117
2058,LA3,Reserve,LA,36737
2059,VA5,Richmond,VA,34524
2060,A65,Karluk Portage,AK,30078
2061,O6H,Ashland,OH,36754
2062,PTS,Pittsburg,KS,34280
2063,BJJ,Wooster,OH,30632
2064,AL3,Huntsville,AL,30255
2065,MO3,Richland,MO,36749
2066,P1A,Farmington,PA,36751
2067,WI4,Middleton,WI,36752
2068,ADT,Ada,OK,36429
2069,BWC,Brawley,CA,36733
2070,PNX,Sherman-Denison,TX,34194
2071,KY6,Mayfield,KY,36758
2072,CO1,Monte Vista,CO,36745
2073,SLT,Salida,CO,34883
2074,MDJ,Madras,OR,33223
2075,LPC,Lompoc,CA,33049
2076,VIH,Vichy,MO,35597
2077,GWR,Gwinner,ND,32037
2078,ZXZ,Waterville,WA,36358
2079,A16,Arley Lake,AK,30029
2080,WA3,Burlington,WA,33540
2081,FQL,Flora,IL,31745
2082,GA1,Lafayette,GA,31836
2083,NSL,Merritt Island,FL,33750
2084,XXZ,Zuni Pueblo,NM,35983
2085,RNC,McMinnville,TN,34564
2086,CIN,Carroll,IA,31009
2087,SGW,Saginaw Bay,AK,34795
2088,DRA,Mercury,NV,31407
2089,HBY,Hood Bay,AK,32084
