,AIRPORT,CITY,STATE,CITY_MARKET_ID
753,WHD,Hyder,AK,35754
754,NKX,San Diego,CA,33570
755,RBB,Ugashik,AK,34464
756,FBK,Fairbanks,AK,31517
757,LSV,Las Vegas,NV,32211
758,MZJ,Marana,AZ,33587
759,AGS,Augusta,GA,30208
760,ASX,Ashland,WI,30388
761,LFI,Newport News/Hampton,VA,33667
762,LBL,Liberal,KS,32902
763,MCF,Tampa,FL,33195
764,TYR,Tyler,TX,35411
765,EKO,Elko,NV,31525
766,TUP,Tupelo,MS,35374
767,QQB,Keyes Point,AK,34412
768,MNT,Minto,AK,33415
769,APC,Napa,CA,30327
770,HMN,Alamogordo,NM,30266
771,WWP,Whale Pass,AK,35885
772,UMT,Umiat,AK,35472
773,SPI,Springfield,IL,34952
774,HNM,Hana,HI,32174
775,SOV,Seldovia,AK,34942
776,SDY,Sidney,MT,34745
777,STE,Stevens Point,WI,30424
778,LRU,Las Cruces,NM,33072
779,AKK,Akhiok,AK,30243
780,SIG,San Juan,PR,34819
781,RAC,Racine,WI,34447
782,HON,Huron,SD,32185
783,CLF,Clear,AK,31043
784,MLS,Miles City,MT,33375
785,UGB,Pilot Point,AK,34119
786,PAM,Panama City,FL,31481
787,KWP,West Point,AK,32854
788,HKY,Hickory,NC,32149
789,WCR,Chandalar,AK,35731
790,KMO,Manokotak,AK,32737
791,MLY,Manley Hot Springs,AK,33381
792,VZY,Katmai Lodge,AK,35700
793,CXF,Coldfoot,AK,31214
794,TKA,Talkeetna,AK,35228
795,XXN,Willits,CA,35971
796,DCK,Dahl Creek,AK,31280
797,S27,Kalispell,MT,31648
798,TXK,Texarkana,AR,35401
799,SZL,Knob Noster,MO,35108
800,IFP,Bullhead City,AZ,30590
801,BGM,Binghamton,NY,30577
802,FHU,Fort Huachuca,AZ,31673
803,OLV,Olive Branch,MS,33870
804,DDC,Dodge City,KS,31283
805,HES,Hermiston,OR,32103
806,HNS,Haines,AK,31402
807,NQA,Millington,TN,33244
808,NNL,Nondalton,AK,33715
809,CDL,Candle,AK,30923
810,EAG,Noatak,AK,31464
811,CPS,St. Louis,MO,31123
812,WVI,Watsonville,CA,35877
813,II3,De Kalb,IL,32307
814,PGO,Pagosa Springs,CO,34089
815,RWI,Rocky Mount,NC,34656
816,ALZ,Lazy Bay,AK,30278
817,KEB,Nanwalek,AK,32649
818,JZM,Hog River,AK,32591
819,O85,Redding,CA,33792
820,CEZ,Cortez,CO,30950
821,VZN,Wildman Creek,AK,35689
822,VWL,Bemidji,MN,30631
823,ELN,Ellensburg,WA,31538
824,FTG,Denver,CO,30325
825,PVU,Provo,UT,34314
826,TIX,Titusville,FL,35221
827,SVW,Sparrevohn,AK,35063
828,WA5,Winthrop,WA,35706
829,DVL,Devils Lake,ND,31447
830,UUK,Kuparuk,AK,35508
831,05A,Little Squaw,AK,30005
832,LYH,Lynchburg,VA,33139
833,ENV,Wendover,UT,31563
834,IAG,Niagara Falls,NY,32265
835,OR3,Florence,OR,33927
836,SOW,Show Low,AZ,34943
837,HLN,Helena,MT,32156
838,TRM,Thermal,CA,34262
839,HGR,Hagerstown,MD,32119
840,LKV,Lakeview,OR,33009
841,FWH,Fort Worth,TX,30194
842,RQY,Comanche,TX,34617
843,CXO,Conroe,TX,31219
844,VDZ,Valdez,AK,35579
845,NUW,Whidbey Island,WA,33772
846,HOB,Hobbs,NM,32177
847,CYT,Cape Yakataga,AK,31234
848,A29,Kiluda Bay,AK,30042
849,ORL,Orlando,FL,31454
850,ORI,Port Lions,AK,33934
851,VGT,Las Vegas,NV,32211
852,SKF,San Antonio,TX,33214
853,NHZ,Brunswick,ME,33674
854,SSC,Sumter,SC,34993
855,MI2,Holland,MI,32155
856,EED,Needles,CA,31491
857,LEB,Lebanon-Hanover,NH,32932
858,AMK,Durango,CO,30285
859,LWT,Lewistown,MT,33128
860,SAF,Santa Fe,NM,34674
861,ATU,Attu,AK,30406
862,CLU,Columbus,IN,31058
863,MCE,Merced,CA,33194
864,AA1,Bethel,AK,30113
865,DBQ,Dubuque,IA,31274
866,TTN,Trenton,NJ,35356
867,XWH,Aztec,NM,35941
868,OGD,Ogden,UT,32131
869,SUA,Stuart,FL,35030
870,F70,Murrieta/Temecula,CA,31627
871,OXC,Waterbury,CT,33987
872,FNL,Fort Collins/Loveland,CO,31719
873,MLI,Moline,IL,33367
874,KCR,Colorado Creek,AK,32642
875,UVA,Uvalde,TX,35511
876,HNH,Hoonah,AK,32171
877,LIJ,Long Island,AK,32983
878,SUW,Superior,WI,35047
879,DET,Detroit,MI,31295
880,MUO,Mountain Home,ID,33525
881,MTN,Baltimore,MD,30852
882,ELV,Elfin Cove,AK,31545
883,FLO,Florence,SC,31699
884,HUF,Terre Haute,IN,32228
885,PRC,Prescott,AZ,34237
886,AUO,Auburn,AL,30419
887,LKK,Kulik Lake,AK,33003
888,CGI,Cape Girardeau,MO,30967
889,OKK,Kokomo/Logansport/Peru,IN,33854
890,TWD,Port Townsend,WA,35387
891,DTN,Shreveport,LA,30476
892,MKL,Jackson,TN,33348
893,SCK,Stockton,CA,34716
894,SPB,Charlotte Amalie,VI,34945
895,FNR,Funter Bay Alaska,AK,31720
896,DTO,Denton,TX,31430
897,SDM,San Diego,CA,33570
898,MTJ,Montrose/Delta,CO,33502
899,HLG,Wheeling,WV,32153
900,SDX,Sedona,AZ,34744
901,IWD,Ironwood,MI,32412
902,TKE,Tenakee,AK,35231
903,AA8,Deadhorse,AK,30073
904,MKG,Muskegon,MI,33344
905,ZXU,North Kingstown,RI,36353
906,XXV,Decatur,WA,35979
907,PAH,Paducah,KY,34006
908,WSX,Westsound,WA,35856
909,SLK,Saranac Lake/Lake Placid,NY,34875
910,JRB,New York,NY,31703
911,KLN,Larsen Bay,AK,32721
912,OWB,Owensboro,KY,33983
913,A57,International Seafoods,AK,36440
914,BTM,Butte,MT,30779
915,BJC,Broomfield,CO,30630
916,KOZ,Ouzinkie,AK,32772
917,DQL,Anchorage,AK,30299
918,BBX,Blue Bell,PA,30504
919,LKE,Seattle,WA,30559
920,TVL,Lake Tahoe,CA,35383
921,BEH,Benton Harbor/St. Joseph,MI,30543
922,ASE,Aspen,CO,30372
923,SKJ,Sitkinak,AK,34855
924,CNY,Moab,UT,31092
925,PSF,Pittsfield,MA,34255
926,HTO,East Hampton,NY,32222
927,RQR,Harbor Springs,MI,34610
928,MHM,Minchumina,AK,33016
929,A23,Bradley Lake,AK,30036
930,DGB,Danger Bay,AK,31299
931,KAE,Kake,AK,32610
932,A31,Selief Bay,AK,30044
933,FTY,Atlanta,GA,30397
934,II2,Chicago/Romeoville,IL,30977
935,PYM,Plymouth,MA,34332
936,KEH,Kenmore,WA,30559
937,TWA,Twin Hills,AK,35385
938,INL,International Falls,MN,32343
939,WMK,Meyers Chuck,AK,35793
940,TIW,Tacoma,WA,31979
941,NNK,Naknek,AK,33714
942,OWD,Norwood,MA,33984
943,CNM,Carlsbad,NM,31085
944,AZ3,Glendale,AZ,30466
945,PCE,Painter Creek,AK,34040
946,NJ2,West Creek,NJ,33686
947,ANP,Annapolis,MD,30309
948,MOS,Moses Point,AK,33432
949,SQV,Sequim,WA,34972
950,RDG,Reading,PA,34488
951,ALM,Alamogordo,NM,30266
952,ZXN,Clover Bay,AK,36346
953,WQR,Naknek,AK,33714
954,RIL,Rifle,CO,34530
955,1B1,Hudson,NY,30010
956,MYH,Marble Canyon,AZ,33572
957,MWC,Milwaukee,WI,33342
958,QQU,Window Rock,AZ,34431
959,CDR,Chadron,NE,30925
960,BYW,Blakely Island,WA,30844
961,LPS,Lopez Island,WA,33055
962,UGN,Waukegan,IL,35447
963,HVN,New Haven,CT,32244
964,BQK,Brunswick,GA,30731
965,CHP,Circle Hot Springs,AK,30991
966,A17,Port Vita,AK,30030
967,FID,Fishers Island,NY,31672
968,MPV,Montpelier/Barre,VT,33450
969,MLB,Melbourne,FL,33360
970,FVX,Grace Harbor,AK,31820
971,MUE,Kamuela,HI,33520
972,MEI,Meridian,MS,33241
973,REB,Redlands,CA,34495
974,BLM,Belmar/Farmingdale,NJ,30670
975,JGG,Williamsburg,VA,33667
976,PEC,Pelican,AK,34062
977,AKC,Akron,OH,30647
978,NPT,Newport,RI,33731
979,GBR,Great Barrington,MA,31862
980,ISS,Wiscasset,ME,32394
981,BVY,Beverly,MA,30815
982,HFD,Hartford,CT,30529
983,CLD,Carlsbad,CA,31041
984,GED,Georgetown,DE,31883
985,RKD,Rockland,ME,34539
986,BMX,Big Mountain,AK,30692
987,B19,Biddeford,ME,30471
988,SGR,Sugar Land,TX,34792
989,PTD,Port Alexander,AK,34270
990,A84,Denali,AK,30097
991,FLT,Flat,AK,31702
992,WYB,Yes Bay,AK,35894
993,SPS,Wichita Falls,TX,34960
994,OHC,Northeast Cape,AK,33841
995,LEW,Lewiston/Auburn,ME,32944
996,MGY,Dayton,OH,31267
997,HGZ,Hogatza,AK,32122
998,08A,Elizabeth Island,AK,30008
999,A03,Hallo Bay,AK,30016
1000,A37,Kako,AK,30050
1001,PWT,Bremerton,WA,34323
1002,ARB,Ann Arbor,MI,30348
1003,PCA,Portage Creek,AK,34037
1004,PBK,Pack Creek,AK,34028
1005,HHH,Hilton Head,SC,32124
1006,A71,Homer,AK,30009
1007,UMB,Umnak,AK,35467
1008,VNC,Venice,FL,35615
1009,RSJ,Rosario,WA,34628
1010,ND1,Kindred,ND,33637
1011,A72,Chinitna Bay,AK,30085
1012,SUE,Sturgeon Bay,WI,35033
1013,ORT,Northway,AK,33940
1014,CIL,Council,AK,31008
1015,AR1,Russellville,AR,30345
1016,SSI,Brunswick,GA,30731
1017,MTP,Montauk Point,NY,33507
1018,PWK,Chicago,IL,30977
1019,EWB,New Bedford/Fall River,MA,31615
1020,ZXF,Illinois Creek,AK,36339
1021,OQI,Vrems,AK,33908
1022,VWE,Chelan,WA,35650
1023,UIN,Quincy,IL,35454
1024,TEX,Telluride,CO,35177
1025,AUM,Austin/Albert Lea,MN,30417
1026,LCI,Laconia,NH,32916
1027,RBH,Brooks Lodge,AK,34468
1028,LKP,Lake Placid,NY,33008
1029,FXE,Fort Lauderdale,FL,32467
1030,VLD,Valdosta,GA,35550
1031,OQP,Pumice,AK,33914
1032,OLM,Olympia,WA,33865
1033,ESN,Easton,MD,31592
1034,WGO,Winchester,VA,35749
1035,HLM,Holland,MI,32155
1036,ISM,Orlando,FL,31454
1037,RMN,Stafford,VA,34557
1038,WQZ,Chignik Lake,AK,32631
1039,OGS,Ogdensburg,NY,33832
1040,MRK,Marco Island,FL,33469
1041,PVC,Provincetown,MA,34306
1042,OSH,Oshkosh,WI,33949
1043,FCM,Minneapolis,MN,31650
1044,EKI,Elkhart,IN,31523
1045,HBH,Hobart Bay,AK,32079
1046,A52,Silver Salmon Creek,AK,30065
1047,GMU,Greenville,SC,31871
1048,A26,Ivotuk,AK,30039
1049,GUS,Peru,IN,32021
1050,GWO,Greenwood,MS,32039
1051,HHR,Hawthorne,CA,32575
1052,BCB,Blacksburg,VA,30508
1053,NJ1,Berlin,NJ,33685
1054,GFL,Glens Falls,NY,31899
1055,AFK,Nebraska,NE,30190
1056,WWA,Wasilla,AK,35849
1057,AA4,Kachemak Bay,AK,30116
1058,RNT,Renton,WA,34572
1059,NEW,New Orleans,LA,33495
1060,KLW,Klawock,AK,30007
1061,LZU,Lawrenceville,GA,33151
1062,GUC,Gunnison,CO,32012
1063,AIK,Aiken,SC,30224
1064,MMH,Mammoth Lakes,CA,33388
1065,VZM,Jensens Strip,AK,35688
1066,ESF,Alexandria,LA,30185
1067,WWD,Cape May,NJ,35882
1068,UOX,Oxford,MS,35481
1069,A02,Deadmans Bay,AK,30015
1070,WST,Westerly,RI,35855
1071,KY3,Mount Sterling,KY,32861
1072,BFT,Beaufort,SC,30569
1073,A28,Ayakulik River,AK,30041
1074,XWF,Jerome,ID,35939
1075,VWH,Midland/Odessa,TX,33158
1076,MCD,Mackinac Island,MI,33193
1077,SWD,Seward,AK,35069
1078,A40,Cape Simpson,AK,30053
1079,VA4,Leesburg,VA,35548
1080,POU,Poughkeepsie,NY,34212
1081,ART,Watertown,NY,30361
1082,VZR,Katmai Bay,AK,35693
1083,PPC,Prospect Creek,AK,34218
1084,ROG,Rogers,AR,34577
1085,NJ3,Somerville,NJ,34899
1086,BID,Block Island,RI,30613
1087,SCH,Schenectady,NY,34713
1088,CCR,Concord,CA,32457
1089,OSU,Columbus,OH,31066
1090,B21,Carrabassett,ME,30472
1091,OCE,Ocean City,MD,33808
1092,PBX,Pikeville,KY,34034
1093,VEL,Vernal,UT,35582
1094,CEX,Chena Hot Springs,AK,30948
1095,PGS,Peach Springs,AZ,30011
1096,KQA,Akutan,AK,32786
1097,OTS,Anacortes,WA,33968
1098,AFP,Wadesboro,NC,30192
1099,JLN,Joplin,MO,32511
1100,BVD,Beaver Inlet,AK,30809
1101,BFK,Aurora,CO,30325
1102,A27,Pogo Mines,AK,30040
1103,LIV,Livengood,AK,32993
1104,VWK,Saratoga Springs,NY,35656
1105,BTP,Butler,PA,30780
1106,TEH,Tetlin,AK,35170
1107,MA1,Edgartown,MA,33152
1108,ALW,Walla Walla,WA,30275
1109,UXA,Lik Camp,AK,35515
1110,HVR,Havre,MT,32245
1111,BRL,Burlington,IA,30744
1112,LUP,Kalaupapa,HI,33109
1113,JBR,Jonesboro,AR,32455
1114,BDY,Bandon,OR,30538
1115,MNZ,Manassas,VA,33418
1116,TSG,Tanacross,AK,35339
1117,ACB,Bellaire,MI,30149
1118,TLF,Telida,AK,35248
1119,AZ2,Williams,AZ,30464
1120,HRO,Harrison,AR,32207
1121,JRF,Kapolei,HI,32549
1122,NIP,Jacksonville,FL,31136
1123,ELD,El Dorado,AR,31531
1124,TX6,Horseshoe Bay,TX,30423
1125,TSS,New York,NY,31703
1126,HWD,Hayward,CA,32247
1127,RSN,Ruston,LA,34630
1128,FWS,Fort Worth,TX,30194
1129,MTC,Mt. Clemens,MI,33498
1130,STF,Starkville,MS,35011
1131,SOP,Pinehurst/Southern Pines,NC,34938
1132,STC,St. Cloud,MN,32556
1133,IRK,Kirksville,MO,32375
1134,LAM,Los Alamos,NM,32883
1135,FFO,Dayton,OH,31267
1136,LJN,Lake Jackson,TX,32999
1137,OFF,Omaha,NE,33316
1138,LNS,Lancaster,PA,33032
1139,NRB,Mayport,FL,33739
1140,DQK,Fort Drum,NY,31391
1141,SC1,Beaufort,SC,30569
1142,LUF,Phoenix,AZ,30466
1143,NUQ,Mountain View,CA,33771
1144,NJK,El Centro,CA,32363
1145,VQS,Vieques,PR,35626
1146,HOP,Hopkinsville,KY,32187
1147,NTD,Port Hueneme,CA,33756
1148,LAL,Lakeland,FL,33195
1149,JCI,Olathe,KS,33198
1150,STJ,St. Joseph,MO,35014
1151,SKA,Spokane,WA,31884
1152,MMT,Columbia,SC,30868
1153,RCA,Rapid City,SD,34457
1154,NPA,Pensacola,FL,33728
1155,AWK,Wake Island,TT,30439
1156,LWB,Lewisburg,WV,33121
1157,VAD,Valdosta,GA,35550
1158,UST,St. Augustine,FL,35497
1159,CVN,Clovis,NM,31197
1160,CSM,Clinton,OK,31048
1161,ARA,New Iberia,LA,30347
1162,MSS,Massena,NY,33490
1163,MAZ,Mayaguez,PR,33176
1164,PSE,Ponce,PR,34254
1165,WYS,West Yellowstone,MT,35897
1166,OXR,Oxnard/Ventura,CA,33988
1167,TIQ,Tinian,TT,35215
1168,MOD,Modesto,CA,33424
1169,SBD,San Bernardino,CA,34691
1170,SME,Somerset,KY,34892
1171,IDP,Independence,KS,32283
1172,ADM,Ardmore,OK,30167
1173,GOL,Gold Beach,OR,31959
1174,MVN,Mount Vernon,IL,33537
1175,LSD,Lexington,KY,32945
1176,CWI,Clinton,IA,31207
1177,OLS,Nogales,AZ,33868
1178,DCU,Decatur,AL,31282
1179,JVL,Beloit/Janesville,WI,32571
1180,ILE,Killeen,TX,31982
1181,LOZ,London/Corbin,KY,33046
1182,CEV,Connersville,IN,30946
1183,JON,Johnston Island,TT,32535
1184,QAO,Lyndonville,VT,33014
1185,BVX,Batesville,AR,30814
1186,FQI,Scott,KY,31742
1187,CKV,Clarksville,TN,31035
1188,FAK,False Island,AK,31632
1189,PIM,Pine Mountain,GA,34116
1190,HUM,Houma,LA,32233
1191,HLI,Hollister,CA,32154
1192,BYH,Blytheville,AR,30838
1193,GPZ,Grand Rapids,MN,31974
1194,LYU,Ely,MN,33144
1195,RDR,Red River,ND,34490
1196,LFK,Lufkin,TX,32948
1197,MDY,Midway Island,TT,33234
1198,CIG,Craig,CO,31004
1199,SCJ,Smith Cove,AK,34715
1200,AKO,Akron,CO,30246
1201,AYS,Waycross,GA,30460
1202,SAW,Marquette,MI,33459
1203,APF,Naples,FL,30329
1204,LVK,Livermore,CA,33117
1205,CPX,Culebra,PR,31126
1206,AL7,Jasper,AL,36652
1207,MQI,Quincy,MA,36618
1208,ASN,Talladega,AL,30380
1209,CEW,Crestview,FL,30947
1210,1G4,Peach Springs,AZ,30011
1211,7AK,Akun,AK,36553
1212,RQZ,Mary Esther,FL,34618
1213,NIN,Ninilchik,AK,33681
1214,MFD,Mansfield,OH,33255
1215,KNB,Kanab,UT,32745
1216,DQS,Whitmore,AZ,31399
1217,QMA,Kennesaw,GA,30397
1218,GA6,Canton,GA,36656
1219,A1K,Deadhorse1,AK,36651
1220,ECP,Panama City,FL,31481
1221,XSD,Tonopah,NV,35308
1222,NTU,Oceana,VA,33763
1223,MMI,Athens,TN,33389
1224,BYA,Boundary,AK,30834
1225,HIO,Hillsboro,OR,32136
1226,GVL,Gainesville,GA,32028
1227,JRV,Ceiba,PR,33743
1228,TDF,Roxboro,NC,35163
1229,L41,Marble Canyon,AZ,33572
1230,FBS,Friday Harbor,WA,31646
1231,TNT,Miami,FL,32467
1232,BBD,Brady,TX,36648
1233,CNO,Chino,CA,31086
1234,LPR,Lorain/Elyria,OH,35534
1235,HKS,Jackson,MS,32448
1236,PA2,Bedford,PA,34001
1237,NC1,Gastonia,NC,33619
1238,OPH,Ophir,AK,33899
1239,AK7,Rampart,AK,34559
1240,VZA,Marvel Creek Mine,AK,35676
1241,LA2,Hammond,LA,36544
1242,QQY,San Marcos,TX,34435
1243,MYF,San Diego,CA,33570
1244,VWN,Parker,AZ,35659
1245,FAQ,Fitiuta Village,TT,36631
1246,DIO,Diomede Island,AK,31317
1247,WA9,Brewster,WA,36506
1248,MT2,Three Forks,MT,31814
1249,AUW,Wausau,WI,30424
1250,CHD,Chandler,AZ,30982
1251,IKV,Ankeny,IA,32317
1252,AUZ,Aurora,IL,30427
1253,VPZ,Valparaiso,IN,35625
1254,DKK,Dunkirk,NY,31331
1255,UXK,Petaluma,CA,35525
1256,RQN,Cave Junction,OR,34606
1257,UGS,Ugashik,AK,34464
1258,FAL,Roma,TX,31633
1259,QQN,Woodlake,CA,34424
1260,OGA,Ogallala,NE,33827
1261,TX1,Mesquite,TX,35393
1262,SVH,Statesville,NC,35054
1263,TPL,Temple,TX,35310
1264,JCT,Junction,TX,36680
1265,C1A,Patterson,CA,36681
1266,A3K,Smith Bay,AK,36677
1267,DUA,Durant,OK,31434
1268,GPM,Grand Prairie,TX,31971
1269,MNN,Marion,OH,33410
1270,WUQ,Ocean Shores,WA,35870
1271,PUL,Poulsbo,WA,34295
1272,WA1,Camp Orkila Eastsound,WA,36635
1273,HVC,Hopkinsville,KY,32187
1274,JWY,Midlothian/Waxahachie,TX,36541
1275,RBW,Walterboro,SC,36528
1276,TKF,Truckee,CA,35232
1277,TTD,Troutdale,OR,35351
1278,BKE,Baker,OR,30641
1279,CLG,Coalinga,CA,31044
1280,CTZ,Clinton,NC,36525
1281,N1C,Cherry Point,NC,33697
1282,AVW,Tucson,AZ,30436
1283,IN1,Auburn,IN,32336
1284,HUT,Hutchinson,KS,32236
1285,A20,Alpine,AK,30033
1286,BMC,Brigham City,UT,30680
1287,CGF,Cleveland,OH,30647
1288,06A,Kizhuyak,AK,30006
1289,WA3,Shaw Island,WA,36638
1290,EEN,Keene,NH,31493
1291,MVL,Morrisville,VT,33535
1292,QSO,Southbridge,MA,34441
1293,WSB,Steamboat Bay,AK,35846
1294,GAI,Gaithersburg,MD,31842
1295,ME3,Belfast,ME,36526
1296,MA4,Marshfield,MA,36516
1297,ASH,Nashua,NH,30374
1298,DE3,Dover-Cheswold,DE,36649
1299,DNL,Augusta,GA,30208
1300,6B0,Middlebury,VT,36431
1301,CEU,Clemson,SC,30945
1302,SEG,Selinsgrove,PA,34751
1303,PCT,Princeton,NJ,34044
1304,FRY,Fryeburg,ME,31773
1305,JLA,Cooper Lodge,AK,32509
1306,DHB,Deer Harbor,WA,36587
1307,LWM,Lawrence,MA,33125
1308,DXR,Danbury,CT,31364
1309,MI6,Dowagiac,MI,36665
1310,GON,New London/Groton,CT,31961
1311,UBF,Chatham,MA,35427
1312,WA7,Chelan,WA,35650
1313,EGV,Eagle River,WI,31510
1314,NAD,North Adams,MA,33599
1315,WVL,Augusta/Waterville,ME,30414
1316,PNE,Philadelphia,PA,34100
1317,UES,Waukesha,WI,35440
1318,AZ1,Grand Canyon,AZ,30463
1319,1NY,Penn Yan,NY,36557
1320,JZI,Portland,TN,32587
1321,MA5,Northampton,MA,36529
1322,MA2,Montague,MA,36469
1323,MSC,Mesa,AZ,33480
1324,VA6,Moneta,VA,36678
1325,VUO,Vancouver,WA,35640
1326,DQU,Ketchikan,AK,31401
1327,CT1,Plainville,CT,36442
1328,TOP,Topeka,KS,31726
1329,VT1,West Dover,VT,36573
1330,NY7,Skaneateles,NY,36488
1331,AID,Anderson,IN,30223
1332,VWD,Hanford,CA,35649
1333,PA7,Toughkenamon,PA,36655
1334,A2K,Bartletts,AK,30770
1335,CON,Concord,NH,31106
1336,PTW,Pottstown,PA,33596
1337,SBM,Sheboygan,WI,34695
1338,EGI,Crestview,FL,30947
1339,COE,Coeur d'Alene,ID,31098
1340,JZB,Orange,MA,32580
1341,SFZ,Smithfield,RI,34778
1342,AMW,Ames,IA,30294
1343,DTR,Decatur Island,WA,31431
1344,A50,Big Bay,AK,30063
1345,UXI,Calder Bay,AK,35523
1346,CBA,Corner Bay,AK,30886
1347,ENW,Kenosha,WI,31564
1348,ME4,Oxford,ME,36539
1349,FMY,Fort Myers,FL,31714
1350,VGC,Hamilton,NY,36452
1351,FQW,Fort Glenn,AK,31756
1352,PA9,Tarentum,PA,36671
1353,PA6,Pittsburgh,PA,30198
1354,BFB,Blue Fox Bay,AK,30556
1355,DE2,Middletown,DE,36510
1356,TN9,Sevierville,TN,36501
1357,ONH,Oneonta,NY,33783
1358,FVZ,Deadhorse,AK,30073
1359,ME2,Islesboro,ME,36495
1360,ME1,Rangeley,ME,33236
1361,UDG,Darlington,SC,35435
1362,TN5,Lafayette,TN,36676
1363,A43,Kodiak Island,AK,30056
1364,WSJ,San Juan,AK,35850
1365,MRF,Marfa,TX,36661
1366,HCB,Shoal Cove,AK,32086
1367,SFM,Sanford,ME,34769
1368,KLS,Kelso,WA,32725
1369,OLE,Olean,NY,33861
1370,DLS,The Dalles,OR,31342
1371,JZY,Grangeville,ID,32603
1372,EDW,Edwards,CA,31490
1373,EDE,Edenton,NC,31486
1374,OJC,Olathe,KS,33198
1375,AK6,Gold King 2,AK,36567
1376,GTY,Gettysburg,PA,36664
1377,BCT,Boca Raton,FL,30519
1378,MJX,Toms River,NJ,33338
1379,JZU,Bennington,VT,32599
1380,MD1,Michellville,MD,36460
1381,RLU,Bornite/Ruby Creek,AK,34551
1382,WQU,Portales,NM,35833
1383,DVT,Phoenix,AZ,30466
1384,A35,Kaktovik,AK,31828
1385,A63,Yukon Charley Rivvers,AK,30076
1386,CVS,Clovis,NM,31197
1387,RBD,Dallas/Fort Worth,TX,30194
1388,ALN,Alton,IL,31123
1389,AK5,Qugruc,AK,36566
1390,VZE,Frazer Lake,AK,35680
1391,PSK,Dublin,VA,34258
1392,N1Y,Canandaigua,NY,36662
1393,GVT,Greenville,TX,32031
1394,OFU,Ofu,TT,33826
1395,TIK,Oklahoma City,OK,33851
1396,WA6,Stehekin,WA,35707
1397,MXF,Montgomery,AL,33277
1398,RBN,Fort Jefferson,FL,34470
1399,AK4,Squaw Lake,AK,36500
1400,HQM,Hoquiam,WA,32200
1401,AK3,Fairbanks,AK,31517
1402,OQS,Sandy,AK,33917
1403,GSH,Goshen,IN,31994
1404,VWI,California City,CA,35654
1405,LGC,LaGrange,GA,32955
1406,04A,Lik,AK,30004
1407,TLR,Tulare,CA,35255
1408,RMG,Rome,GA,34554
1409,QQT,Peachtree City,GA,34430
1410,BVR,St. James,MI,30812
1411,CSV,Crossville,TN,31159
1412,CAR,Caribou,ME,30879
1413,TN7,Winchester,TN,35276
1414,AOH,Lima,OH,30317
1415,GSB,Goldsboro,NC,31992
1416,CA6,Chemehuevi Valley,CA,36507
1417,CWF,Lake Charles,LA,31205
1418,AK1,Seward Peninsula,AK,36479
1419,QAF,Jackpot,NV,34341
1420,VWZ,Granite Creek Mine,AK,35671
1421,HAR,Harrisburg,PA,32070
1422,SAD,Safford,AZ,34673
1423,CFT,Clifton,AZ,30958
1424,KKL,Karluk Lake,AK,32712
1425,UXY,Circle,MT,35539
1426,ICY,Icy Bay,AK,32279
1427,HOL,Holikachuk,AK,32183
1428,AK2,Bear Fish Camp,AK,36480
1429,CDW,Caldwell,NJ,30927
1430,LDJ,Linden,NJ,32925
1431,NY8,Mattituck,NY,36503
1432,IN3,Indianapolis,IN,32337
1433,ANN,Annette,AK,30307
1434,FIC,Fire Cove,AK,31674
1435,AL2,Alabaster,AL,30254
1436,UXM,47-Mile Mine,AK,35527
1437,HPV,Hanalei,HI,32172
1438,FQV,Volcano Bay,AK,31755
1439,PA5,West Chester,PA,36515
1440,MN5,Red Wing,MN,36492
1441,NY2,Fulton,NY,33782
1442,NY6,Johnstown,NY,36489
1443,WQL,Bluff,AK,35824
1444,MA3,Taunton,MA,36477
1445,SGT,Stuttgart,AR,34793
1446,CT2,Simsbury,CT,36485
1447,THV,York,PA,35203
1448,IA1,Shenandoah,IA,32260
1449,OH4,Marysville,OH,33836
1450,NY1,Kingston,NY,33781
1451,OCA,Key Largo,FL,32661
1452,PA4,Carlisle,PA,36509
1453,IGX,Chapel Hill,NC,32303
1454,PGC,Petersburg,WV,36514
1455,NC3,Shelby,NC,33621
1456,KS3,Hiawatha,KS,32128
1457,WSG,Washington,PA,35847
1458,BAR,Baker Island,AK,30487
1459,A04,Red Lake,AK,30017
1460,CIV,Chomley,AK,31014
1461,SC3,Conway,SC,34708
1462,TVI,Thomasville,GA,33280
1463,SEF,Sebring,FL,34750
1464,MPR,McPherson,KS,33447
1465,BIC,Big Creek,AK,30612
1466,PNN,Princeton,ME,36490
1467,BBC,Bay City,TX,30494
1468,DVN,Davenport,IA,33367
1469,LWC,Lawrence,KS,33122
1470,DSI,Destin,FL,31421
1471,NC7,Beaufort,NC,36502
1472,SHN,Shelton,WA,34810
1473,PWA,Oklahoma City,OK,33851
1474,TKI,Tokeen,AK,35235
1475,IA3,Red Oak,IA,32262
1476,SEE,San Diego,CA,33570
1477,GLS,Galveston,TX,31939
1478,MXC,Monticello,UT,33553
1479,SPA,Spartanburg,SC,31871
1480,MKT,Mankato,MN,32518
1481,BKX,Brookings,SD,30655
1482,HBG,Hattiesburg,MS,34109
1483,MPE,Madison,CT,36493
1484,FMH,Falmouth,MA,31709
1485,NBG,New Orleans,LA,33495
1486,GUF,Gulf Shores,AL,36422
1487,MS3,Philadelphia,MS,36462
1488,MS1,Grenada,MS,33478
1489,BIX,Biloxi,MS,30629
1490,DLF,Del Rio,TX,31335
1491,NV1,Overton,NV,33773
1492,CNW,Waco,TX,30155
1493,SMN,Salmon,ID,34897
